game_genre,resolution,preset,ray_tracing,upscaling,gpu_utilization,vram_used_mb,vram_utilization,cpu_utilization,ram_utilization,gpu_temperature,gpu_clock_mhz,gpu_power_watts,cpu_gpu_ratio,vram_pressure,thermal_throttle,resolution_width,resolution_height,total_pixels,preset_ordinal,fps,frame_time,low_1pct_fps,bottleneck_class,health_score
fps_aaa,1920x1080,high,0,none,68.33,2329.47,56.87,50.27,68.98,81.47,1695.0,70.64,0.7357,0,0,1920,1080,2073600,2,82.0,12.2,48.6,BALANCED,80.6
racing,1920x1080,ultra,1,none,71.3,3219.45,78.6,50.78,79.01,77.55,1657.97,64.99,0.7122,1,0,1920,1080,2073600,3,39.3,25.45,21.6,BALANCED,78.5
fps_competitive,1920x1080,medium,0,none,65.73,1569.37,38.31,81.45,75.08,75.95,1688.14,73.08,1.2391,0,0,1920,1080,2073600,1,192.2,5.2,108.3,BALANCED,97.2
strategy,1920x1080,high,0,none,68.9,2255.52,55.07,56.27,82.65,71.43,1683.51,70.19,0.8167,0,0,1920,1080,2073600,2,59.9,16.69,38.8,BALANCED,94.9
fps_competitive,1920x1080,high,0,none,91.3,2171.96,53.03,60.99,75.82,85.85,1581.74,75.42,0.6681,1,1,1920,1080,2073600,2,193.4,5.17,106.4,THERMAL,70.0
strategy,1920x1080,medium,1,none,64.99,2289.73,55.9,71.07,83.38,65.25,1695.0,57.9,1.0936,0,0,1920,1080,2073600,1,37.4,26.74,18.2,BALANCED,79.9
rpg_open_world,2560x1440,medium,1,dlss_quality,75.07,2484.63,60.66,76.84,74.33,72.86,1695.0,71.32,1.0236,0,0,2560,1440,3686400,1,39.5,25.32,21.6,BALANCED,86.3
racing,1920x1080,high,0,dlss_quality,68.8,1840.13,44.93,54.21,74.48,72.57,1695.0,71.87,0.7879,0,0,1920,1080,2073600,2,181.0,5.52,102.8,BALANCED,100.0
moba,1280x720,ultra,0,dlss_quality,73.93,2601.35,63.51,50.98,78.2,76.36,1660.96,63.28,0.6895,1,0,1280,720,921600,3,246.0,4.07,141.3,BALANCED,95.9
battle_royale,1920x1080,ultra,0,dlss_quality,85.28,2569.56,62.73,49.22,79.76,85.14,1645.55,76.7,0.5771,0,1,1920,1080,2073600,3,94.8,10.55,61.4,THERMAL,70.0
fps_competitive,3840x2160,high,0,fsr_quality,86.14,3257.14,79.52,52.48,82.68,81.89,1692.46,78.7,0.6092,1,0,3840,2160,8294400,2,47.5,21.05,22.2,BALANCED,66.0
rpg_open_world,2560x1440,high,0,none,87.08,2639.33,64.44,68.16,80.6,83.71,1695.0,80.0,0.7828,0,0,2560,1440,3686400,2,45.4,22.03,21.7,BALANCED,64.1
moba,2560x1440,medium,0,dlss_balanced,74.41,2124.22,51.86,50.17,79.05,75.93,1695.0,77.11,0.6743,1,0,2560,1440,3686400,1,240.0,4.17,150.1,BALANCED,97.2
fps_aaa,1920x1080,medium,0,dlss_quality,75.74,1866.7,45.57,66.36,81.72,79.47,1695.0,73.6,0.8761,0,0,1920,1080,2073600,1,135.2,7.4,74.9,BALANCED,86.6
racing,2560x1440,high,0,dlss_quality,94.9,2527.08,61.7,36.17,74.79,88.07,1488.55,80.0,0.3811,0,1,2560,1440,3686400,2,97.5,10.26,56.1,THERMAL,70.0
fps_aaa,1920x1080,high,0,none,69.2,2133.35,52.08,37.26,80.77,80.65,1601.68,64.82,0.5384,0,0,1920,1080,2073600,2,86.3,11.59,55.1,BALANCED,83.1
fps_aaa,1920x1080,ultra,0,none,76.17,2547.45,62.19,31.96,73.47,79.11,1663.64,80.0,0.4197,0,0,1920,1080,2073600,3,68.0,14.71,44.1,BALANCED,87.7
fps_aaa,1920x1080,high,0,dlss_balanced,70.65,2247.38,54.87,64.6,78.97,78.56,1638.88,66.89,0.9144,0,0,1920,1080,2073600,2,145.4,6.88,78.6,BALANCED,89.3
racing,1920x1080,high,0,none,70.53,2371.01,57.89,49.95,79.84,74.38,1695.0,65.71,0.7082,0,0,1920,1080,2073600,2,122.7,8.15,79.1,BALANCED,100.0
fps_aaa,1920x1080,medium,0,none,52.67,1724.23,42.1,44.04,72.83,66.27,1695.0,60.9,0.8362,0,0,1920,1080,2073600,1,99.4,10.06,52.7,BALANCED,100.0
rpg_open_world,2560x1440,ultra,0,dlss_quality,87.01,2957.43,72.2,55.26,80.41,86.3,1618.1,72.85,0.6351,0,1,2560,1440,3686400,3,46.6,21.46,30.2,THERMAL,61.1
rpg_open_world,2560x1440,low,1,fsr_quality,64.37,1990.92,48.61,49.42,74.81,71.08,1695.0,63.74,0.7677,0,0,2560,1440,3686400,0,51.7,19.34,27.2,BALANCED,94.5
rpg_open_world,3840x2160,ultra,0,dlss_performance,93.75,3276.28,79.99,63.47,77.14,97.4,1503.24,78.75,0.677,1,1,3840,2160,8294400,3,26.0,38.46,15.2,THERMAL,47.3
strategy,1280x720,ultra,0,none,65.95,2443.91,59.67,90.92,69.24,86.12,1695.0,68.73,1.3787,0,1,1280,720,921600,3,63.1,15.85,29.9,THERMAL,60.0
strategy,1920x1080,high,0,dlss_performance,63.4,2516.22,61.43,66.1,72.77,67.58,1657.23,52.28,1.0425,1,0,1920,1080,2073600,2,111.4,8.98,71.2,BALANCED,100.0
fps_aaa,3840x2160,ultra,0,none,72.89,2994.55,73.11,63.96,83.34,81.18,1609.81,71.03,0.8774,0,0,3840,2160,8294400,3,19.4,51.55,11.8,BALANCED,49.4
moba,1920x1080,high,1,dlss_balanced,62.88,2820.45,68.86,44.68,87.63,77.7,1670.54,73.95,0.7107,1,0,1920,1080,2073600,2,136.6,7.32,70.3,BALANCED,86.9
fps_competitive,1920x1080,high,1,dlss_balanced,65.07,2941.02,71.8,60.38,71.88,76.74,1695.0,62.26,0.9279,1,0,1920,1080,2073600,2,116.6,8.58,71.6,BALANCED,94.8
fps_aaa,2560x1440,medium,0,dlss_quality,75.28,1801.28,43.98,41.87,68.37,80.97,1589.88,75.9,0.5562,0,0,2560,1440,3686400,1,77.2,12.95,38.9,BALANCED,82.1
fps_competitive,1920x1080,high,0,dlss_balanced,73.28,2077.6,50.72,49.47,82.56,81.59,1638.64,77.66,0.675,1,0,1920,1080,2073600,2,297.4,3.36,155.8,BALANCED,75.2
rpg_open_world,3840x2160,low,0,none,72.72,1635.73,39.93,68.41,88.81,81.95,1695.0,68.44,0.9407,0,0,3840,2160,8294400,0,34.1,29.33,21.1,BALANCED,56.9
rpg_open_world,1920x1080,medium,0,dlss_quality,70.28,1832.0,44.73,51.27,68.69,72.73,1686.25,70.49,0.7296,0,0,1920,1080,2073600,1,133.5,7.49,85.0,BALANCED,100.0
battle_royale,1920x1080,high,0,dlss_balanced,78.67,2235.37,54.57,38.33,77.28,77.62,1674.69,77.07,0.4872,0,0,1920,1080,2073600,2,146.8,6.81,71.4,BALANCED,92.2
racing,3840x2160,medium,1,none,88.98,2512.62,61.34,59.19,77.8,81.41,1695.0,74.91,0.6651,0,0,3840,2160,8294400,1,25.6,39.06,12.2,BALANCED,57.8
fps_competitive,2560x1440,medium,0,fsr_balanced,75.86,1937.96,47.31,66.96,81.11,82.62,1620.61,65.88,0.8827,0,0,2560,1440,3686400,1,223.7,4.47,110.9,BALANCED,77.1
fps_aaa,3840x2160,low,0,none,89.9,1790.24,43.71,44.96,75.33,76.2,1684.42,74.57,0.5001,0,0,3840,2160,8294400,0,42.9,23.31,26.0,BALANCED,85.0
moba,1920x1080,low,0,none,50.86,1266.64,30.92,72.66,79.94,68.93,1695.0,66.38,1.4286,0,0,1920,1080,2073600,0,296.5,3.37,180.4,BALANCED,100.0
battle_royale,1920x1080,ultra,1,dlss_performance,89.32,3018.51,73.69,55.07,71.64,87.65,1685.46,80.0,0.6165,1,1,1920,1080,2073600,3,70.3,14.22,42.0,THERMAL,70.0
fps_competitive,3840x2160,epic,0,dlss_balanced,99.0,3498.17,85.4,56.76,80.33,94.88,1557.0,80.0,0.5733,1,1,3840,2160,8294400,4,24.4,40.98,13.8,THERMAL,46.3
moba,1920x1080,ultra,0,fsr_balanced,74.02,2578.98,62.96,61.96,83.32,82.01,1658.99,67.21,0.8371,1,0,1920,1080,2073600,3,180.7,5.53,103.2,BALANCED,74.0
moba,1920x1080,epic,0,dlss_quality,95.09,2878.87,70.28,49.95,70.4,98.0,1478.12,79.36,0.5252,1,1,1920,1080,2073600,4,83.9,11.92,44.1,THERMAL,70.0
strategy,3840x2160,high,0,dlss_quality,77.92,2984.04,72.85,59.52,78.46,80.78,1627.31,72.62,0.7639,1,0,3840,2160,8294400,2,25.5,39.22,15.7,BALANCED,59.6
fps_competitive,3840x2160,high,0,none,85.13,3003.89,73.34,60.1,80.84,91.1,1496.4,73.3,0.706,1,1,3840,2160,8294400,2,31.1,32.15,15.0,THERMAL,50.7
battle_royale,1920x1080,ultra,0,none,73.77,2519.24,61.5,30.59,81.81,81.24,1695.0,71.54,0.4146,0,0,1920,1080,2073600,3,72.6,13.77,39.2,BALANCED,81.3
rpg_open_world,1920x1080,high,0,fsr_quality,72.09,2350.92,57.4,67.33,75.72,74.84,1695.0,67.63,0.9339,0,0,1920,1080,2073600,2,91.8,10.89,43.6,BALANCED,100.0
strategy,1920x1080,ultra,1,fsr_quality,66.65,3004.04,73.34,77.87,80.67,78.93,1670.27,68.53,1.1684,1,0,1920,1080,2073600,3,25.6,39.06,15.1,BALANCED,65.3
strategy,2560x1440,ultra,0,dlss_performance,85.11,2943.17,71.85,81.94,84.78,84.77,1593.16,69.54,0.9627,1,0,2560,1440,3686400,3,46.6,21.46,22.6,BALANCED,56.8
racing,1920x1080,ultra,0,dlss_performance,82.15,2615.58,63.86,46.23,79.57,83.03,1634.33,71.33,0.5628,0,0,1920,1080,2073600,3,174.3,5.74,107.0,BALANCED,75.9
fps_aaa,1920x1080,medium,0,fsr_balanced,49.43,1843.3,45.0,38.79,81.56,65.6,1695.0,65.34,0.7848,0,0,1920,1080,2073600,1,156.7,6.38,99.0,BALANCED,100.0
strategy,1920x1080,epic,0,fsr_balanced,86.43,2763.3,67.46,56.88,91.14,86.36,1561.94,79.62,0.6581,1,1,1920,1080,2073600,4,40.0,25.0,21.4,THERMAL,41.7
fps_competitive,3840x2160,ultra,1,fsr_quality,99.0,4149.74,101.31,61.58,80.81,98.0,1469.26,80.0,0.622,1,1,3840,2160,8294400,3,6.7,149.25,4.0,THERMAL,34.5
battle_royale,2560x1440,medium,0,dlss_quality,78.36,2142.82,52.31,67.0,69.64,77.31,1665.45,64.83,0.8551,0,0,2560,1440,3686400,1,122.0,8.2,58.6,BALANCED,93.1
strategy,2560x1440,ultra,1,dlss_balanced,96.62,3859.97,94.24,60.07,74.91,88.88,1679.3,80.0,0.6217,1,1,2560,1440,3686400,3,13.2,75.76,6.4,THERMAL,38.8
strategy,1920x1080,medium,0,dlss_quality,64.02,1894.14,46.24,77.45,81.66,73.96,1695.0,69.45,1.2099,0,0,1920,1080,2073600,1,112.3,8.9,62.0,BALANCED,100.0
racing,3840x2160,ultra,0,dlss_balanced,99.0,3341.76,81.59,52.94,75.86,90.5,1567.39,70.95,0.5348,1,1,3840,2160,8294400,3,31.9,31.35,14.7,THERMAL,51.3
strategy,1920x1080,epic,0,none,90.61,2649.74,64.69,71.06,75.55,93.39,1587.0,78.69,0.7842,1,1,1920,1080,2073600,4,26.7,37.45,13.0,THERMAL,47.8
battle_royale,3840x2160,high,0,none,86.43,2872.89,70.14,57.76,78.45,86.32,1584.76,73.83,0.6683,0,1,3840,2160,8294400,2,31.5,31.75,14.2,THERMAL,51.0
strategy,2560x1440,high,0,none,81.35,2561.69,62.54,87.68,79.89,81.22,1695.0,69.82,1.0779,1,0,2560,1440,3686400,2,36.5,27.4,17.3,CPU,65.7
battle_royale,2560x1440,high,0,fsr_quality,96.67,2313.38,56.48,43.81,85.2,86.19,1633.34,80.0,0.4533,0,1,2560,1440,3686400,2,67.6,14.79,33.6,THERMAL,65.0
battle_royale,1920x1080,high,0,fsr_quality,70.33,1861.06,45.44,38.73,83.3,75.7,1667.81,67.84,0.5507,0,0,1920,1080,2073600,2,113.0,8.85,60.0,BALANCED,92.9
racing,3840x2160,medium,0,none,99.0,2296.17,56.06,53.54,84.66,86.86,1695.0,72.22,0.5408,0,1,3840,2160,8294400,1,40.2,24.88,21.0,THERMAL,51.8
rpg_open_world,1920x1080,ultra,1,none,86.85,3376.64,82.44,45.26,75.7,81.78,1622.43,77.45,0.5211,1,0,1920,1080,2073600,3,24.3,41.15,15.1,MEMORY,55.9
strategy,1920x1080,low,0,none,57.94,1300.7,31.76,72.13,75.17,70.98,1695.0,60.0,1.2449,0,0,1920,1080,2073600,0,93.0,10.75,56.2,BALANCED,100.0
moba,1280x720,medium,0,none,46.24,1672.04,40.82,46.83,81.68,70.59,1695.0,59.41,1.0129,0,0,1280,720,921600,1,319.6,3.13,197.0,BALANCED,100.0
racing,1920x1080,high,0,fsr_quality,67.15,2429.96,59.33,54.04,78.74,75.61,1673.49,69.06,0.8047,0,0,1920,1080,2073600,2,181.5,5.51,109.6,BALANCED,98.2
fps_aaa,3840x2160,high,0,none,97.8,2687.09,65.6,41.89,82.43,86.47,1576.84,80.0,0.4283,0,1,3840,2160,8294400,2,21.3,46.95,12.6,THERMAL,39.2
racing,1280x720,medium,1,none,54.15,2012.19,49.13,49.33,78.78,74.56,1695.0,66.44,0.911,0,0,1280,720,921600,1,99.2,10.08,57.9,BALANCED,100.0
fps_competitive,2560x1440,epic,1,none,97.6,4200.0,102.54,55.32,85.54,98.0,1339.85,78.01,0.5668,1,1,2560,1440,3686400,4,7.9,126.58,4.2,THERMAL,30.3
fps_competitive,2560x1440,high,0,dlss_balanced,95.2,2493.82,60.88,48.86,73.59,93.46,1583.26,75.02,0.5133,1,1,2560,1440,3686400,2,122.5,8.16,76.7,THERMAL,70.0
battle_royale,3840x2160,epic,0,dlss_quality,96.96,3715.28,90.71,62.25,82.99,89.1,1674.42,72.01,0.6421,1,1,3840,2160,8294400,4,18.8,53.19,9.3,THERMAL,37.5
racing,1920x1080,medium,0,none,62.33,1657.18,40.46,38.1,75.11,70.84,1695.0,71.75,0.6113,0,0,1920,1080,2073600,1,117.6,8.5,55.0,BALANCED,100.0
racing,1920x1080,low,0,none,75.47,1394.2,34.04,50.7,69.65,74.29,1695.0,73.45,0.6718,0,0,1920,1080,2073600,0,192.7,5.19,103.6,BALANCED,100.0
moba,1920x1080,high,0,fsr_balanced,66.33,2234.17,54.55,51.27,78.25,79.1,1695.0,67.71,0.7729,1,0,1920,1080,2073600,2,306.4,3.26,169.6,BALANCED,87.7
strategy,1920x1080,ultra,0,none,64.41,2536.39,61.92,58.85,69.95,76.11,1587.96,76.11,0.9136,1,0,1920,1080,2073600,3,38.5,25.97,24.6,BALANCED,82.3
battle_royale,2560x1440,high,0,dlss_performance,88.33,2633.19,64.29,58.68,88.12,82.82,1545.95,71.42,0.6644,0,0,2560,1440,3686400,2,105.4,9.49,55.8,BALANCED,71.5
fps_competitive,1920x1080,high,0,none,74.47,2008.47,49.03,48.63,74.56,80.29,1695.0,71.69,0.653,0,0,1920,1080,2073600,2,171.4,5.83,78.1,BALANCED,84.1
moba,2560x1440,high,1,none,70.65,3144.72,76.78,65.93,73.9,83.88,1614.08,70.77,0.9332,1,0,2560,1440,3686400,2,40.9,24.45,19.6,BALANCED,60.6
fps_competitive,1920x1080,medium,0,none,46.56,1527.09,37.28,48.63,84.94,67.27,1621.28,56.15,1.0443,0,0,1920,1080,2073600,1,199.0,5.03,122.1,BALANCED,95.0
strategy,1280x720,high,0,fsr_balanced,62.36,2153.18,52.57,71.86,69.01,83.04,1695.0,68.81,1.1524,0,0,1280,720,921600,2,136.1,7.35,82.2,BALANCED,75.9
fps_aaa,1920x1080,medium,0,none,65.05,1582.42,38.63,45.6,75.59,74.46,1695.0,71.38,0.7011,0,0,1920,1080,2073600,1,91.0,10.99,54.5,BALANCED,100.0
fps_aaa,2560x1440,ultra,1,fsr_balanced,95.39,3770.74,92.06,50.0,79.81,88.12,1695.0,80.0,0.5241,1,1,2560,1440,3686400,3,22.7,44.05,10.9,THERMAL,45.1
rpg_open_world,2560x1440,high,0,dlss_balanced,92.85,2590.27,63.24,63.38,79.5,85.13,1695.0,73.5,0.6827,0,1,2560,1440,3686400,2,81.1,12.33,41.5,THERMAL,70.0
moba,1920x1080,high,0,fsr_quality,70.82,2356.45,57.53,63.01,78.68,83.13,1604.41,67.77,0.8898,1,0,1920,1080,2073600,2,244.1,4.1,121.9,BALANCED,75.6
rpg_open_world,2560x1440,high,0,none,83.9,2474.27,60.41,61.63,76.21,84.81,1695.0,65.43,0.7345,0,0,2560,1440,3686400,2,44.4,22.52,22.5,BALANCED,60.2
fps_aaa,1920x1080,medium,1,none,55.1,2141.22,52.28,49.38,74.7,64.97,1548.5,72.02,0.8963,0,0,1920,1080,2073600,1,52.0,19.23,33.4,BALANCED,94.7
strategy,1920x1080,high,0,dlss_performance,61.75,2006.65,48.99,77.22,71.72,74.55,1610.3,63.81,1.2505,0,0,1920,1080,2073600,2,109.7,9.12,60.3,BALANCED,100.0
battle_royale,2560x1440,ultra,0,dlss_balanced,96.81,3040.9,74.24,58.69,74.3,86.85,1695.0,80.0,0.6063,1,1,2560,1440,3686400,3,60.4,16.56,29.4,THERMAL,70.0
battle_royale,1920x1080,high,0,none,78.4,2538.46,61.97,46.11,74.95,79.97,1695.0,80.0,0.5881,0,0,1920,1080,2073600,2,86.6,11.55,49.6,BALANCED,85.1
strategy,1920x1080,epic,1,dlss_balanced,87.88,3491.55,85.24,57.92,81.37,86.66,1673.18,77.44,0.659,1,1,1920,1080,2073600,4,21.9,45.66,10.4,THERMAL,44.6
battle_royale,1920x1080,high,0,dlss_performance,89.9,2072.94,50.61,33.27,72.99,89.99,1583.92,80.0,0.3701,0,1,1920,1080,2073600,2,129.6,7.72,62.9,THERMAL,70.0
racing,3840x2160,ultra,1,none,93.61,4200.0,102.54,41.15,90.69,88.65,1647.34,78.94,0.4395,1,1,3840,2160,8294400,3,8.4,119.05,5.2,THERMAL,20.6
racing,1920x1080,high,0,dlss_quality,86.01,2158.98,52.71,49.73,79.16,88.34,1671.19,74.52,0.5782,0,1,1920,1080,2073600,2,173.7,5.76,89.5,THERMAL,70.0
strategy,1280x720,ultra,0,dlss_balanced,51.52,2325.48,56.77,82.56,72.7,70.54,1695.0,70.93,1.6026,0,0,1280,720,921600,3,101.0,9.9,55.6,BALANCED,100.0
battle_royale,3840x2160,epic,0,dlss_performance,90.27,3610.26,88.14,42.01,74.63,92.83,1498.59,69.45,0.4654,1,1,3840,2160,8294400,4,23.9,41.84,15.2,THERMAL,45.9
rpg_open_world,1920x1080,ultra,0,fsr_balanced,95.14,2601.18,63.51,59.65,74.33,92.51,1634.98,77.93,0.6269,0,1,1920,1080,2073600,3,57.2,17.48,29.3,THERMAL,68.1
fps_competitive,1920x1080,medium,0,dlss_performance,73.03,1969.79,48.09,49.96,71.51,83.64,1687.61,70.94,0.6841,0,0,1920,1080,2073600,1,391.0,2.56,254.0,BALANCED,74.1
battle_royale,1920x1080,low,1,dlss_balanced,62.29,1517.08,37.04,67.25,74.04,76.36,1668.0,67.91,1.0797,0,0,1920,1080,2073600,0,128.7,7.77,75.8,BALANCED,95.9
strategy,2560x1440,high,0,fsr_balanced,83.15,2650.9,64.72,73.53,79.46,83.92,1695.0,70.51,0.8843,1,0,2560,1440,3686400,2,59.5,16.81,27.6,BALANCED,72.9
battle_royale,1920x1080,ultra,1,fsr_quality,79.1,3364.98,82.15,57.97,74.34,83.22,1648.29,68.52,0.7328,1,0,1920,1080,2073600,3,39.8,25.13,22.4,MEMORY,61.9
fps_competitive,1920x1080,medium,0,none,61.74,1640.09,40.04,60.55,73.78,81.65,1695.0,72.22,0.9807,0,0,1920,1080,2073600,1,206.5,4.84,108.5,BALANCED,80.0
fps_aaa,1920x1080,ultra,0,fsr_quality,81.77,2587.74,63.18,42.26,77.37,84.92,1680.57,79.47,0.5168,0,0,1920,1080,2073600,3,73.8,13.55,39.9,BALANCED,70.2
racing,3840x2160,high,0,dlss_balanced,91.45,2626.11,64.11,37.17,74.9,93.07,1557.86,77.38,0.4065,0,1,3840,2160,8294400,2,51.5,19.42,32.1,THERMAL,64.3
racing,2560x1440,epic,1,dlss_balanced,94.71,4115.42,100.47,49.18,80.57,94.57,1532.34,79.51,0.5192,1,1,2560,1440,3686400,4,24.5,40.82,15.1,THERMAL,46.3
strategy,2560x1440,low,0,dlss_quality,74.83,1485.21,36.26,71.76,83.7,73.28,1684.64,64.34,0.959,0,0,2560,1440,3686400,0,84.6,11.82,49.4,BALANCED,95.0
battle_royale,1920x1080,high,1,dlss_balanced,76.86,2729.14,66.63,69.53,70.16,85.45,1628.24,74.76,0.9046,0,1,1920,1080,2073600,2,74.7,13.39,47.1,THERMAL,70.0
fps_aaa,3840x2160,epic,0,none,85.15,3562.06,86.96,59.94,77.57,85.87,1625.25,77.89,0.7039,1,1,3840,2160,8294400,4,15.1,66.23,8.3,THERMAL,40.1
strategy,3840x2160,high,0,none,91.94,2985.39,72.89,70.5,74.44,81.56,1695.0,79.63,0.7667,1,0,3840,2160,8294400,2,17.8,56.18,9.8,GPU,52.2
rpg_open_world,3840x2160,ultra,0,dlss_performance,98.24,3399.73,83.0,50.21,70.72,92.84,1695.0,70.35,0.5111,1,1,3840,2160,8294400,3,23.0,43.48,13.9,THERMAL,45.3
racing,1920x1080,ultra,0,dlss_quality,78.71,2492.46,60.85,53.79,74.47,84.92,1551.14,72.91,0.6834,0,0,1920,1080,2073600,3,135.5,7.38,86.3,BALANCED,70.2
fps_competitive,2560x1440,high,0,none,74.15,2471.63,60.34,64.36,82.77,80.01,1604.78,69.24,0.8679,1,0,2560,1440,3686400,2,88.0,11.36,49.8,BALANCED,80.0
rpg_open_world,2560x1440,epic,1,dlss_quality,78.81,3865.98,94.38,42.88,80.37,79.71,1695.0,74.15,0.5441,1,0,2560,1440,3686400,4,19.3,51.81,12.5,MEMORY,58.7
rpg_open_world,1920x1080,ultra,0,fsr_quality,77.24,2738.76,66.86,78.47,75.58,89.56,1689.09,68.36,1.016,0,1,1920,1080,2073600,3,63.1,15.85,38.9,THERMAL,70.0
fps_aaa,3840x2160,high,1,dlss_balanced,90.15,3680.8,89.86,61.47,74.15,84.84,1594.49,78.09,0.6819,1,0,3840,2160,8294400,2,22.3,44.84,14.4,MEMORY,45.3
fps_competitive,1920x1080,medium,0,none,66.65,1558.43,38.05,54.0,63.84,72.18,1602.4,60.57,0.8102,0,0,1920,1080,2073600,1,218.5,4.58,99.5,BALANCED,100.0
rpg_open_world,2560x1440,high,0,none,82.73,2464.25,60.16,61.1,80.91,74.0,1595.21,69.06,0.7386,0,0,2560,1440,3686400,2,53.2,18.8,30.2,BALANCED,95.5
fps_competitive,1920x1080,epic,0,fsr_balanced,99.0,2624.66,64.08,60.54,70.51,94.34,1505.55,80.0,0.6115,1,1,1920,1080,2073600,4,93.1,10.74,53.6,THERMAL,70.0
rpg_open_world,1920x1080,epic,0,fsr_balanced,92.74,2855.26,69.71,48.79,67.95,96.44,1693.41,80.0,0.5261,0,1,1920,1080,2073600,4,43.1,23.2,24.3,THERMAL,58.7
rpg_open_world,2560x1440,high,1,fsr_balanced,93.28,3312.37,80.87,51.64,71.0,84.36,1695.0,72.81,0.5536,1,0,2560,1440,3686400,2,31.2,32.05,19.4,MEMORY,52.7
fps_competitive,1920x1080,high,0,none,88.25,1986.6,48.5,25.23,86.12,85.07,1695.0,76.37,0.2859,0,1,1920,1080,2073600,2,174.0,5.75,94.5,THERMAL,65.0
battle_royale,2560x1440,high,0,dlss_quality,84.16,2684.43,65.54,54.51,68.84,91.09,1684.24,80.0,0.6477,0,1,2560,1440,3686400,2,74.0,13.51,45.0,THERMAL,70.0
moba,2560x1440,low,1,none,64.29,1746.03,42.63,54.28,82.26,73.89,1675.4,68.13,0.8442,0,0,2560,1440,3686400,0,105.9,9.44,49.6,BALANCED,95.0
fps_aaa,1280x720,medium,1,none,50.38,1617.12,39.48,71.96,86.55,68.04,1597.08,66.02,1.4284,0,0,1280,720,921600,1,74.1,13.5,43.0,BALANCED,95.0
fps_aaa,2560x1440,ultra,0,dlss_balanced,99.0,2926.02,71.44,38.9,70.99,90.39,1618.38,77.18,0.3929,0,1,2560,1440,3686400,3,51.8,19.31,32.5,THERMAL,64.5
fps_competitive,1920x1080,ultra,0,dlss_quality,80.41,2497.83,60.98,54.33,77.16,88.62,1629.32,75.23,0.6757,1,1,1920,1080,2073600,3,163.1,6.13,101.1,THERMAL,70.0
rpg_open_world,2560x1440,medium,0,none,82.99,2009.36,49.06,50.67,68.93,70.51,1638.77,71.17,0.6106,0,0,2560,1440,3686400,1,54.4,18.38,29.0,BALANCED,96.3
battle_royale,1920x1080,ultra,0,none,69.5,2466.67,60.22,47.39,79.48,83.58,1695.0,77.86,0.6818,0,0,1920,1080,2073600,3,73.4,13.62,39.0,BALANCED,74.2
racing,1920x1080,ultra,0,dlss_balanced,83.34,2488.37,60.75,43.14,80.44,85.81,1623.44,74.46,0.5177,0,1,1920,1080,2073600,3,136.2,7.34,88.3,THERMAL,70.0
fps_aaa,1920x1080,epic,0,dlss_quality,89.5,2737.98,66.85,40.2,73.87,87.73,1695.0,69.16,0.4492,0,1,1920,1080,2073600,4,65.0,15.38,38.1,THERMAL,70.0
rpg_open_world,2560x1440,medium,0,none,76.19,1687.48,41.2,54.64,82.85,77.82,1595.15,77.67,0.7171,0,0,2560,1440,3686400,1,58.2,17.18,26.4,BALANCED,85.3
strategy,1920x1080,epic,1,fsr_quality,88.27,3636.36,88.78,51.24,73.6,83.55,1597.83,75.5,0.5805,1,0,1920,1080,2073600,4,16.7,59.88,7.9,MEMORY,45.5
battle_royale,3840x2160,ultra,0,none,90.62,3140.03,76.66,66.4,67.85,91.24,1695.0,73.06,0.7327,1,1,3840,2160,8294400,3,19.3,51.81,11.1,THERMAL,42.9
racing,2560x1440,epic,0,fsr_quality,97.7,3175.67,77.53,44.09,70.45,92.45,1480.31,80.0,0.4513,1,1,2560,1440,3686400,4,33.2,30.12,15.2,THERMAL,52.1
battle_royale,3840x2160,ultra,0,fsr_quality,94.47,3597.61,87.83,45.03,72.54,86.92,1468.39,80.0,0.4767,1,1,3840,2160,8294400,3,23.3,42.92,11.6,THERMAL,45.5
fps_aaa,1920x1080,epic,0,dlss_quality,77.57,2631.14,64.24,42.75,77.12,82.75,1695.0,78.51,0.5511,0,0,1920,1080,2073600,4,73.8,13.55,42.6,BALANCED,76.7
moba,1920x1080,medium,1,none,61.44,2166.84,52.9,56.49,69.01,68.25,1632.03,74.05,0.9195,1,0,1920,1080,2073600,1,128.6,7.78,64.1,BALANCED,100.0
fps_competitive,2560x1440,high,1,fsr_balanced,77.13,3135.17,76.54,42.47,82.57,82.27,1695.0,71.12,0.5506,1,0,2560,1440,3686400,2,54.0,18.52,34.8,BALANCED,69.2
moba,2560x1440,high,0,dlss_quality,81.71,2636.91,64.38,70.0,83.72,84.42,1688.63,73.16,0.8567,1,0,2560,1440,3686400,2,139.3,7.18,71.2,BALANCED,66.7
rpg_open_world,1920x1080,high,0,none,76.11,2442.95,59.64,51.7,73.07,82.0,1695.0,71.91,0.6793,0,0,1920,1080,2073600,2,81.6,12.25,43.1,BALANCED,79.0
moba,1920x1080,high,0,none,87.56,2094.19,51.13,85.97,79.35,86.21,1695.0,68.79,0.9818,1,1,1920,1080,2073600,2,207.9,4.81,106.8,THERMAL,70.0
battle_royale,2560x1440,low,0,fsr_balanced,76.29,1373.57,33.53,56.15,80.97,75.37,1564.13,79.88,0.736,0,0,2560,1440,3686400,0,126.8,7.89,60.5,BALANCED,98.9
